prod_name,prc_before_dsc,prc_after_dsc,dsc_percentage,prod_review
Defacto Relax Fit Terry Cotton Long Sleeve Tunic,"EGP 1,699.00","EGP 1,456.00",14%,5 out of 5
American Eagle Ne(x)t Level High-Waisted Jegging,"EGP 3,300.00",EGP 990.00,70%,5 out of 5
Defacto Woman Basic 3 piece Cotton Babet Socks,EGP 199.00,EGP 161.00,19%,5 out of 5
Carina Women's Black Cotton Basic Plain Legging – Everyday Essential,EGP 435.00,EGP 340.00,22%,4.2 out of 5
American Eagle AE Everyday Luxe Relaxed T-Shirt,"EGP 1,800.00",EGP 400.00,78%,4 out of 5
ADIDAS IDAS Gtf02 Swim Footwear Sandals/Slippers - Black,"EGP 2,669.00","EGP 1,214.00",55%,4.8 out of 5
American Eagle AE Stretch Barrel Pant,"EGP 3,800.00","EGP 1,140.00",70%,5 out of 5
ADIDAS ADIDAS Duramo Sl 2 Running Shoes,"EGP 4,599.00","EGP 2,505.00",46%,4.5 out of 5
Defacto Relax Fit Denim Jacket,"EGP 1,999.00","EGP 1,699.00",15%,
"Testa Toro X7 Essential Shoe Padded With Foam, Crafted From Leather And Microfiber Fabric",EGP 459.00,EGP 349.00,24%,3.9 out of 5
Defacto Boy Crew Neck Basic Short Sleeve T-Shirt,EGP 299.00,EGP 254.00,15%,5 out of 5
American Eagle AE DORM/SLEEPWEAR,"EGP 3,000.00",EGP 900.00,70%,5 out of 5
Velveta Automatic Laundry Detergent Gel for Colored Clothes – 1.5 L,EGP 235.00,EGP 124.00,47%,4.1 out of 5
Azha Retinol Serum to Reduce Skin Wrinkles 30ml,EGP 349.00,EGP 295.00,15%,3.9 out of 5
ADIDAS Barreda Shoes,"EGP 4,999.00","EGP 2,787.00",44%,
Eva One Hair Removal Cream Enriched With Lanolin For Normal Skin 40 gm,EGP 28.00,EGP 20.00,29%,3.7 out of 5
L'Oreal Paris L'Oreal Paris Elvive Mask Full Resist - Anti Hair Fall 300ml,EGP 410.00,EGP 299.00,27%,4.3 out of 5
Defacto Regular Fit Cotton Tank Top,EGP 299.00,EGP 256.00,14%,
Velveta Fabric Softener – Extra Mild Scent – 2 Kg,EGP 229.00,EGP 142.00,38%,4.6 out of 5
Carina Detachable Arm Sleeves – Stylish and Breathable Coverage,EGP 115.00,EGP 68.00,41%,5 out of 5
Fiancee Body Wash with Retinol - 400ML,EGP 60.00,EGP 39.00,35%,4.3 out of 5
Kamena Hair Pro Conditioner Argan - 500 ml,EGP 148.00,EGP 99.00,33%,3.7 out of 5
ADIDAS IDAS ID3888 Advantage Base 2.0 Shoes Kids,"EGP 4,699.00","EGP 1,723.00",63%,4.5 out of 5
Superkids Baby Shampoo 200 ml,EGP 150.00,EGP 99.00,34%,3.9 out of 5
Eva Optimum Care Recipe Hydrating Blend Lotion - Berries Scent 370ml,EGP 206.00,EGP 150.00,27%,3.4 out of 5
"Sunsilk Collagen Blends Sulfate Free Super Conditioner - Bye Bye Hair Fall with Collagen & Ceramide, 170ml",EGP 170.00,EGP 95.00,44%,4.6 out of 5
Tola Baby Shampoo 80 Ml,EGP 80.00,EGP 65.00,19%,4.2 out of 5
ADIDAS IDAS LUT47 Adilette Comfort Swim Sandals/Slippers - Core Black,"EGP 3,329.00","EGP 1,365.00 - EGP 1,372.00",59%,4.4 out of 5
ADIDAS Multi Essentials 1/2 Zip Fleece Jacket,"EGP 2,799.00","EGP 1,628.00",42%,5 out of 5
Defacto Mesh Lined Short Length Striped Swim Shorts,EGP 799.00,EGP 599.00,25%,5 out of 5
Samsung Galaxy A56 Dual SIM 5G 128GB/8GB 6.7 inches Mobile phone - Awesome Graphite,"EGP 22,860.00","EGP 20,780.00",9%,4 out of 5
Molped Molped Ultra - Fresh & Comfort - Single Pack - Long - 7 Pads,EGP 43.00,EGP 32.00,26%,3.9 out of 5
Zik Air Freshener - Pink Cashmere - 460ml,EGP 65.00,EGP 39.00,40%,4.1 out of 5
Cybele Rich Cream Lip Stick - No. 133 Pinkish Beige,EGP 210.00,EGP 149.00,29%,4.2 out of 5
ADIDAS IDAS IG8736 Copa Pure 2 Club Turf Boots Kids,"EGP 2,499.00","EGP 1,391.00",44%,4.5 out of 5
Defacto Cotton Boxy Fit Crew Neck Back Printed T-Shirt,EGP 599.00,EGP 479.00,20%,
Bigen Bigen Hair Color - No.56,EGP 125.00,EGP 89.00,29%,4.3 out of 5
Defacto Men's Cotton 3-pack Sneaker Socks,EGP 249.00,EGP 179.00,28%,5 out of 5
Luna Air Breathable Nail Polish No. 27 - 10 ml,EGP 90.00,EGP 45.00,50%,4.8 out of 5
Club 220 Sheet Toilet Tissue - 6 Soft Rolls for Gentle Care,EGP 99.00,EGP 69.00,30%,4.7 out of 5
Defacto Slım Fıt Bisiklet Yaka Basıc Düz Fitilli Kaşkorse Kısa Kollu Tişört,EGP 399.00,EGP 374.00,6%,
Nike Defyallday Laced Shoes - Black,"EGP 6,749.00","EGP 4,010.00",41%,4.7 out of 5
Sanita Heavy-Duty Garbage Bags 90x70 - 40 Bags 1KG,EGP 207.00,EGP 145.00,30%,4.2 out of 5
Defacto Boy Flexible Waist Shorts,EGP 399.00,EGP 299.00,25%,
"Testa Toro Q2 A Walking And Everyday Shoe Made With Mixed Materials, Featuring A Balanced Design And An Elevated Sole",EGP 699.00,EGP 519.00,26%,4.3 out of 5
ADIDAS IDAS Essentials Linear Cotton Leggings Sportswear Tights - Black,"EGP 1,999.00","EGP 1,212.00",39%,5 out of 5
Bigen Bigen Hair Color - No. 76,EGP 125.00,EGP 89.00,29%,4.8 out of 5
"American Eagle AE Flex 8"" Lived-In Linen-Blend Trekker Short","EGP 3,300.00",EGP 990.00,70%,5 out of 5
Sanita Gipsy Facial Tissue - 550 Tissues - 3 Pieces,EGP 143.00,EGP 100.00,30%,4.5 out of 5
Luna Air Breathable Nail Polish Luna 10 Ml - No. 31,EGP 90.00,EGP 45.00,50%,4.3 out of 5
Baby Sofico Baby 2-in-1 Shampoo & Conditioner for Cradle Cap From Day One 300ML,EGP 155.00,EGP 99.00,36%,3.6 out of 5
Maxell Spray Bathroom Cleaner - 700ml,EGP 154.00,EGP 107.50,30%,4.5 out of 5
ADIDAS ADIDAS Train Essentials Training Feelready 3-Stripes T-Shirt,"EGP 2,399.00","EGP 1,414.00",41%,4.8 out of 5
American Eagle AE Sunchaser Knit High-Waisted Pant,"EGP 3,800.00",EGP 800.00,79%,
Avuva Shower Gel Passion Fruit 253 ML,EGP 157.00,EGP 100.00,36%,3.6 out of 5
Eva Eva Skin Clinic White Pearl Sheet Mask ( 3 Sheet Masks ),EGP 118.00,EGP 84.50,28%,4.7 out of 5
Oxi Softener - Lavender - 2 Litres,EGP 241.00,EGP 130.00,46%,4.4 out of 5
"American Eagle 8"" Swim Trunk","EGP 3,300.00",EGP 800.00,76%,5 out of 5
Defacto Slim Fit Short Sleeve Cotton Basic Polo Shirt,EGP 699.00,EGP 514.00,26%,4.5 out of 5
Maxell All Purpose Cleaners Oxygen Power - 700ml,EGP 154.00,EGP 81.00,47%,4.3 out of 5
Defacto Girl Crop Short Sleeve Linen Shirt,EGP 699.00,EGP 458.00,34%,
Defacto Woman Faux Leather Jean Belt,EGP 399.00,EGP 379.00,5%,5 out of 5
Defacto Regular Fit Shirt Collar Long Sleeve Tunic,EGP 799.00,EGP 705.00,12%,4 out of 5
Velveta Concentrated Fabric Softener – Elegance - 400 ML,EGP 97.00,EGP 52.00,46%,4.5 out of 5
Defacto 3 Pack Seamless Socks,EGP 199.00,EGP 169.00,15%,3.3 out of 5
Defacto Removable Cups Padded Invisible Bra,EGP 599.00,EGP 493.00,18%,
ADIDAS IDAS Men Golf Culture Graphic T-Shirt -Black,"EGP 2,599.00","EGP 1,514.00",42%,
Testa Toro M1 Men’s Suede Sneaker with Memory Foam – Lightweight & Stylish Everyday Shoe,EGP 679.00,EGP 589.00,13%,3.8 out of 5
"NIVEA MEN Shaving Foam with Fresh & Cool Mint Extracts, 200ml",EGP 260.00,EGP 219.00,16%,4.5 out of 5
Carina Pack Of 3 Girly Colored Briefs,EGP 335.00,EGP 195.00,42%,3.7 out of 5
ADIDAS IDAS ESSENTIALS LINEAR COTTON LEGGINGS-GRESTR/WHITE,"EGP 1,999.00","EGP 1,194.00",40%,
Cybele Smooth N'Wear Powder Blush No. 4 Bois De Rose,EGP 275.00,EGP 195.00,29%,3.9 out of 5
Defacto Regular Fit Crew Neck Long Sleeve Blouse,"EGP 1,499.00",EGP 955.00,36%,4.8 out of 5
ADIDAS Duramo SL Shoes Kids,"EGP 3,399.00","EGP 1,932.00",43%,4.2 out of 5
Nike W Mc Trainer 3 Womens Footwear,"EGP 11,349.00","EGP 5,045.00 - EGP 5,154.00",56%,5 out of 5
Testa Toro X12 Luxury Shoe - Minimalist Design for Everyday Wear,EGP 608.00,EGP 519.00,15%,4.3 out of 5
ADIDAS LKK08 Tensaur Sport 2.0 K Running Shoes - Core Black,"EGP 2,799.00","EGP 1,596.00",43%,4.6 out of 5
CLOROX Clothes Stain Remover and Color Booster 500ml,EGP 150.00,EGP 105.00,30%,4.2 out of 5
Testa Toro X12 Luxury Shoes - Minimalist Design for Everyday Wear,EGP 608.00,EGP 519.00,15%,4.7 out of 5
Adults Diapers - 36 Pcs,EGP 744.00,EGP 521.00,30%,4.1 out of 5
American Eagle AirFlex+ TENCEL™ Fibers Original Straight Jean,"EGP 4,000.00","EGP 1,400.00",65%,3 out of 5
American Eagle Mixed Media Knit Midi Dress,"EGP 4,000.00","EGP 1,200.00",70%,1 out of 5
Avuva Sweet Rose 100g,EGP 35.50,EGP 23.00,35%,4 out of 5
Care & More Petroleum jelly for intensive care with coconut - 100 Ml,EGP 78.00,EGP 54.50,30%,4.5 out of 5
American Eagle V-Neck T-Shirt,"EGP 1,600.00",EGP 420.00,74%,4.5 out of 5
Defacto New Regular Fit V-Neck T-Shirt,EGP 399.00,EGP 305.00,24%,4.3 out of 5
American Eagle AE Oversized Logo Graphic T-Shirt,"EGP 2,000.00",EGP 900.00,55%,
American Eagle AE Slim Fit Everyday Oxford.,"EGP 3,800.00","EGP 2,660.00",30%,5 out of 5
American Eagle AE Stretch Super High-Waisted Ripped Ankle Straight Jean,"EGP 4,300.00","EGP 1,290.00",70%,5 out of 5
Diva Elegance Shower Gel - 1 Litre,EGP 166.00,EGP 88.00,47%,4.7 out of 5
American Eagle AE Stretch Barrel Pant,"EGP 3,800.00","EGP 1,140.00",70%,4.3 out of 5
Carina Long Sleeves Cotton Top - Black,EGP 435.00,EGP 340.00,22%,4.9 out of 5
White Flexi 400 Tissues Medium 3 Ply - Pack of 6,EGP 242.50,EGP 154.00,36%,5 out of 5
Skechers Bobs Infinity Sneakers - Navy,"EGP 8,449.00","EGP 3,864.00",54%,3.7 out of 5
Care & More Body Lotion with Coconut 150 ml,EGP 107.00,EGP 75.00,30%,4.2 out of 5
Toshiba AW-UK1100HUPEG(SK) - Washing Machine TL 11KG UFB - Great Waves ( Silver).,"EGP 17,999.00","EGP 15,299.00",15%,4.8 out of 5
Luna Nail Polish Lacquer Luna 10 Ml - No. 602,EGP 80.00,EGP 39.00,51%,4.4 out of 5
Avuva Disposable Razors for Men – 5 PCs,EGP 96.50,EGP 67.50,30%,4.4 out of 5
ADIDAS IDAS VL Court 3.0 Shoes - White,"EGP 5,499.00","EGP 3,032.00",45%,4.5 out of 5
ADIDAS Grand Court TD Lifestyle Court Casual Shoes,"EGP 4,999.00","EGP 2,767.00",45%,3 out of 5
Carina Microfiber Wireless Bra - Rose,EGP 195.00,EGP 136.00,30%,4.3 out of 5
Defacto 90's Wide Leg High Waist Straight Leg Jeans,"EGP 1,699.00","EGP 1,475.00",13%,5 out of 5
Velveta Fabric Softener & Freshener Gel - Freshness Scent - 1 L,EGP 128.00,EGP 67.00,48%,4.2 out of 5
CLOROX 5x1 Disinfecting Household Cleaner Lavender 3L,EGP 175.00,EGP 159.00,9%,4.4 out of 5
Carina Woman White Microfiber Seamless Legging,EGP 435.00,EGP 340.00,22%,5 out of 5
Feba Plus Oxygen Power All Purpose Cleaners Liquid - 600gm,EGP 60.00,EGP 39.00,35%,4 out of 5
ADIDAS IDAS Essentials 3-Stripes Boyfriend T-Shirt,"EGP 1,999.00","EGP 1,196.00",40%,5 out of 5
Defacto Slim Fit Turtleneck Knitwear Pullover,EGP 799.00,EGP 599.00,25%,
ADIDAS Train Essentials Training Feelready 3-Stripes T-Shirt,"EGP 2,399.00","EGP 1,401.00",42%,5 out of 5
HOHO HO-8825 1.8 L Glass - 1500 W,,EGP 600.00,,
White Wet Wipes Swift - 30 XL Wipes - N/A,EGP 84.50,EGP 58.00,31%,4.5 out of 5
American Eagle AE Next Level Low-Rise Kick Bootcut Jean,"EGP 4,300.00","EGP 1,400.00",67%,5 out of 5
"Eva Eva Advanced Care Clinic Kids’ Curls Curl Defining Conditioner For Wavy, Curly, And Coily Hair 230 Ml",EGP 147.00,EGP 106.00,28%,4.1 out of 5
Avuva Vanilla Marshmallow Body Butter – 192ML,EGP 243.00,EGP 170.00,30%,4.2 out of 5
Alba Pharma AZHA ROLL ON - Triple Oud 1+1 60ml,EGP 450.00,EGP 355.00,21%,3.8 out of 5
Brix Brix Toilet cleaner blue 700ML,EGP 120.00,EGP 89.00,26%,4.6 out of 5
Sparkle Shower Gel With Berries+Vanilla 300 Ml,EGP 74.00,EGP 50.00,32%,3.8 out of 5
Lazord Granite Milk Pot With Stainless Steel Lid - 14cm - Black,EGP 504.00,EGP 410.00,19%,4.3 out of 5
Skechers Summits Sneakers - Black Black,"EGP 7,429.00","EGP 3,417.00 - EGP 7,429.00",54%,5 out of 5
Bobai Tanning Oil 220 ml,EGP 270.00,EGP 185.00,31%,
Nike W Court Vision Lo Nn Womens Footwear,"EGP 9,109.00","EGP 4,121.00 - EGP 4,154.00",55%,4.9 out of 5
Luna Lipstick 7/11 Long Lasting - No. L87,,EGP 195.00,,3.8 out of 5
Decathlon Aquashoes 100 for Adults - Grey,,EGP 639.00,,4.3 out of 5
Defacto Baby Boy Regular Fit Crew Neck Color Block T-Shirt,EGP 449.00,EGP 305.00,32%,
Molped Ultra - Fresh & Comfort - Eco Pack - Long - 24 Pads,EGP 129.00,EGP 87.00,33%,4.5 out of 5
Renol Hand Soap - Pretty Women - 500 gm,EGP 65.00,EGP 35.00,46%,3.8 out of 5
Decathlon Fold-Down Cardio Fitness Bag - 30L - Black,,EGP 819.00,,4.4 out of 5
Nike Tanjun Go Bg Sneakers,"EGP 5,779.00","EGP 2,692.00",53%,4.3 out of 5
Kids Sofico Sofiko Argan and Jojoba Cream - 200ml,EGP 180.00,EGP 116.00,36%,4.4 out of 5
American Eagle AE Poolside Linen-Blend Button-Up Shirt,"EGP 3,300.00",EGP 990.00,70%,4 out of 5
Testa Toro X13 Luxury Shoe - Crafted with Formula Leather and Double-faced Tanned Leather,EGP 608.00,EGP 519.00,15%,3.8 out of 5
American Eagle Sunchaser Knit Smocked Bodice Midi Dress,"EGP 3,800.00","EGP 1,140.00",70%,4.5 out of 5
Familia Facial Tissue PE Multipack 3 Ply - 500 Sheets x 6 Packs,EGP 223.00,EGP 167.00,25%,4.5 out of 5
Molped Total Protection Maxi Thick Pads for Heavy Flow - 6 Pads + 1 Free - Long,EGP 43.00,EGP 29.00,33%,4.1 out of 5
Carina Stretch Short Length Socks,EGP 85.00,EGP 43.00,49%,4 out of 5
CLOROX Multipurpose Cleaner Spray 500ML,EGP 120.00,EGP 105.00,13%,4.5 out of 5
Carina Viscose Solid Pattern Dress,EGP 935.00,EGP 540.00,42%,4 out of 5
ADIDAS IDAS Advantage 2.0 Shoes,"EGP 5,999.00","EGP 3,209.00",47%,5 out of 5
Cybele Rich Cream Lip Stick No. 104 Nude Lips,EGP 210.00,EGP 149.00,29%,3.3 out of 5
Cybele Cozy Eyeliner Gel - No. 02 Navy Blue,EGP 240.00,EGP 169.00,30%,4.1 out of 5
Defacto 90's Wide Leg High Waist Straight Leg Jeans,"EGP 1,699.00","EGP 1,475.00",13%,5 out of 5
Defacto Woman 3 Piece Cotton Ballerina Socks,EGP 249.00,EGP 130.00,48%,
Oxi HS Spring Powder Detergent - 1500G,EGP 156.00,EGP 107.00,31%,4.3 out of 5
ADIDAS Kaptir Base Shoes,"EGP 4,999.00","EGP 2,645.00",47%,5 out of 5
Sunsilk Collagen Blends Moisture Bomb Super Conditioner 170ml,EGP 170.00,EGP 95.00,44%,4 out of 5
"Toshiba Front load Washing Machine TW-T21BU95UWEG(MG), Great waves, UFB, Steam, Origin Inverter, Aroma+, WIFI, Drum clean, Anti-bacterial gasket, 8.5 KG, Morandi Grey","EGP 21,199.00","EGP 17,999.00",15%,5 out of 5
Defacto Regular Fit Crew Neck Pullover,EGP 599.00,EGP 424.00,29%,4 out of 5
Care & More Hand Cream - Secret Touch 50 ml,EGP 71.00,EGP 50.00,30%,4.5 out of 5
Frida Frida Dishes Green Lemon & Mint 2 KG,EGP 180.00,EGP 126.00,30%,4 out of 5
Decathlon Ultra Compact Microfibre Towel - M - 65 X 90 Cm - Gray,EGP 469.00,EGP 329.00,30%,3.9 out of 5
Defacto Boxy Fit Crew Neck Short Sleeve T-Shirt,EGP 699.00,EGP 581.00,17%,5 out of 5
Divasol Disinfectant Floor Cleaner – 750ml,EGP 99.00,EGP 48.00,52%,4.5 out of 5
ADIDAS adidas Initiation J Kids,"EGP 4,199.00","EGP 2,214.00",47%,5 out of 5
American Eagle AE Linen-Blend Pull-On Pant,"EGP 3,800.00","EGP 1,140.00",70%,5 out of 5
ADIDAS ADIDAS Train Essentials Feelready Logo Training T-Shirt Training T-Shirts - White,"EGP 2,399.00","EGP 1,406.00",41%,
Carina Cotton Pantacourt Legging - Comfortable and Stylish Women's Leggings,EGP 295.00,EGP 196.00,34%,5 out of 5
Defacto Boy Polo Neck Pique White School T-Shirt,EGP 399.00,EGP 260.00,35%,4.9 out of 5
Maxell Floor Cleaner - Grapefruit Scent - 1.8Liter,EGP 146.00,EGP 73.00,50%,4.4 out of 5
Defacto Cotton Boxy Fit Crew Neck Short Sleeve T-Shirt,EGP 999.00,EGP 541.00,46%,4 out of 5
Skechers Arch Comfort B Sweet Sneakers - Rose,"EGP 7,899.00","EGP 3,622.00",54%,4.1 out of 5
Cybele Exotic Lipstick - 07,EGP 200.00,EGP 144.00,28%,4.8 out of 5
ADIDAS Duramo Speed 2 Running Shoes,"EGP 7,499.00","EGP 4,063.00",46%,4.1 out of 5
American Eagle Stretch High-Waisted Stovepipe Cuffed Jean,"EGP 4,300.00","EGP 1,500.00",65%,4.7 out of 5
Infinity Glowing Facial Mask Honey and Liquorice 200 gm,EGP 320.00,EGP 199.00,38%,3.7 out of 5
Decathlon Running Socks Run 100 3pack - Blister Protection and Comfort,,EGP 289.00,,3.5 out of 5
ADIDAS Barreda Shoes,"EGP 5,499.00","EGP 3,051.00",45%,5 out of 5
Eva Eva Sun & Sea Sunscreen Spray For Kids SPF +50 (200 Ml),EGP 353.00,EGP 254.00,28%,4.4 out of 5
ADIDAS IDAS Deportivo III Flexible Ground Boots Kids - core black,"EGP 2,399.00","EGP 1,234.00",49%,4.2 out of 5
Luna Sparkling top coat 10 ml,EGP 110.00,EGP 55.00,50%,4.1 out of 5
Eva Sun & Sea Face Sunscreen ( SPF +50 ) 40 Ml,EGP 212.00,EGP 168.50,21%,5 out of 5
Renol Hand Soap Senses Arabian Oud - 500 ml,EGP 70.00,EGP 61.00,13%,3.8 out of 5
Eva Optimum Care Recipe Nourishing Blend Lotion for Normal Skin - Coconut Scent 370ml,EGP 206.00,EGP 148.00,28%,4.1 out of 5
American Eagle Super Soft Icon Graphic Crew Neck,"EGP 3,800.00","EGP 1,140.00",70%,4.2 out of 5
American Eagle Boyfriend Logo Graphic T-Shirt,"EGP 1,950.00",EGP 400.00,79%,3 out of 5
Nike RENEW RUN 4 RUNNING Footwears - BLACK/WHITE-ANTHRACITE,"EGP 8,559.00","EGP 3,559.00 - EGP 3,915.00",58%,5 out of 5
Man-zone Extra Hold Fiber Gel - 175 Ml,EGP 89.00,EGP 62.50,30%,4.1 out of 5
ADIDAS IDAS Duramo Speed 2 Running Shoes Running Shoes - White,"EGP 7,499.00","EGP 4,101.00",45%,4.5 out of 5
American Eagle AE Perfect Button-Up Shirt,"EGP 3,300.00",EGP 990.00,70%,
ADIDAS LUT47 Adilette Comfort Swim Sandals/Slippers - Ftwr White,"EGP 3,319.00","EGP 1,317.00",60%,4.3 out of 5
Carina Cotton Round Neck Top - Stylish and Comfortable Women's Wear,EGP 275.00,EGP 216.00,21%,4.6 out of 5
American Eagle AE Next Level High-Waisted Kick Bootcut Crop Jean,"EGP 4,300.00","EGP 1,100.00",74%,5 out of 5
American Eagle AE Athletic Loose Cargo Jean,"EGP 4,400.00","EGP 2,000.00",55%,4.3 out of 5
Velveta Fabric Softener & Freshener Gel -Happiness Scent - 1 L,EGP 128.00,EGP 70.00,45%,4.6 out of 5
ADIDAS VL Court 3.0 Shoes,"EGP 5,499.00","EGP 3,028.00",45%,
Testa Toro M1 Men’s Suede Sneaker with Memory Foam – Lightweight & Stylish Everyday Shoe,EGP 679.00,EGP 589.00,13%,4.9 out of 5
Decathlon KALENJI DRY MEN'S BREATHABLE RUNNING T-SHIRT - PRUSSIAN BLUE,EGP 469.00,EGP 379.00,19%,4.6 out of 5
ADIDAS IDAS Advantage 2.0 Shoes,"EGP 5,999.00","EGP 3,276.00",45%,5 out of 5
ADIDAS Duramo Sl Shoes Kids,"EGP 3,399.00","EGP 1,931.00",43%,3.7 out of 5
ADIDAS IDAS LKO04 Adilette Comfort Swim Sandals/Slippers - Shadow Navy,"EGP 3,319.00","EGP 1,359.00",59%,4.8 out of 5
Defacto Girl Standard Fit Basic Elastic Waist Jogger Sweatpants,EGP 599.00,EGP 479.00,20%,
White Flexi Sterilized Tissues - 400 Tissues Medium - 3 Ply,EGP 41.50,EGP 32.00,23%,4.4 out of 5
Carina Abstract Rash Guard Swimsuit - Deep Purple,"EGP 1,035.00",EGP 600.00,42%,4.4 out of 5
ADIDAS ADIDAS IG8691 Copa Pure 2 Club Turf Boots Kids - White,"EGP 2,999.00","EGP 1,390.00",54%,4.6 out of 5
ADIDAS Train Essentials Feelready Training T-Shirt,"EGP 1,999.00","EGP 1,050.00 - EGP 1,203.00",47%,5 out of 5
Cybele Smooth N'Wear Powder Blush - No.21 Dusty Rose,EGP 275.00,EGP 195.00,29%,4.6 out of 5
Cybele Smooth N Wear Compact Powder - No.01 Transparent,EGP 420.00,EGP 299.00,29%,4.3 out of 5
Fema Powdered Dish Detergent – Lemon Scent – 1 Kg,EGP 51.00,EGP 36.00,29%,4.2 out of 5
Man Look Man Look Shaving Cream With Aloe Vera 90 Gm ( Special Offer ),EGP 59.00,EGP 47.00,20%,4.1 out of 5
Carina (Cookies) Mid Thigh Slim Shorts,EGP 245.00,EGP 189.00,23%,4.2 out of 5
Kamena Antidandruff Original Shampoo - 150 ml,EGP 83.00,EGP 55.00,34%,3.4 out of 5
Drakon 5in1 Whitening Roll-On Deodorant - Pink Bubble - 50 ml + Sunscreen Gel Cream Dry Touch SPF50+ - 60gm,EGP 299.00,EGP 277.00,7%,3.5 out of 5
"Dosh Fresh Scented Shower Gel, Elegance Breeze - 600ml",EGP 84.00,EGP 53.00,37%,4.4 out of 5
ADIDAS Breaknet Sleek Shoes Kids,"EGP 2,999.00","EGP 1,722.00",43%,4.8 out of 5
American Eagle EasyFlex Slim Jean,"EGP 4,000.00","EGP 1,400.00",65%,5 out of 5
Defacto Relax Fit Crew Neck Pullover,EGP 599.00,EGP 424.00,29%,4.5 out of 5
Sunsilk Natural Recharge Anti-Breakage Conditioner with Honey and Almond Oil - 350 ml,EGP 155.00,EGP 115.00,26%,4 out of 5
Luna Professional Nail Spa - Cuticle Remover - 10 Ml,EGP 110.00,EGP 55.00,50%,4 out of 5
American Eagle EasyFlex Athletic Straight Jean,"EGP 4,000.00","EGP 1,200.00",70%,5 out of 5
Defacto Baby Girl Animal Patterned Ribbed Camisole 3 Piece Set,EGP 999.00,EGP 719.00,28%,
Eva Skin Clinic Acne-Prone Skin SunScreen SPF ( 50+ ) 40 Ml,EGP 200.00,EGP 146.00,27%,4.7 out of 5
ADIDAS Courtblock Shoes,"EGP 4,999.00","EGP 2,771.00",45%,4.5 out of 5
Velveta Fabric Softener – Romance Scent – 2 L,EGP 229.00,EGP 132.00,42%,4.4 out of 5
ADIDAS ADIDAS Essentials Big Logo Cotton Leggings Sportswear Tights - Black,"EGP 1,999.00","EGP 1,209.00",40%,4.3 out of 5
Rapido Sunrise Car Air Freshener - 275ml,EGP 61.00,EGP 34.00,44%,4.2 out of 5
In Your Shoe Digital Senses Acid Washed Oversized Tee,"EGP 1,649.00",EGP 573.00,65%,
Defacto Boy Polo Neck Basic Pique T-Shirt,EGP 399.00,EGP 261.00,35%,
ADIDAS IDAS Women Courtblock Bold Shoes -White,"EGP 4,999.00","EGP 2,763.00",45%,5 out of 5
"American Eagle AE Flex 8"" Lived-In Linen-Blend Trekker Short","EGP 3,300.00",EGP 990.00,70%,
American Eagle AE Everyday Luxe Relaxed T-Shirt,"EGP 1,800.00",EGP 400.00,78%,
Defacto Sergio Regular Fit Normal Waist Straight Leg Jeans,"EGP 1,299.00","EGP 1,049.00",19%,4.8 out of 5
Defacto Boxy Fit Crew Neck Animal Print Short Sleeve T-Shirt,EGP 999.00,EGP 631.00,37%,5 out of 5
American Eagle Puff Sleeve Smocked Jumpsuit,"EGP 4,000.00","EGP 1,200.00",70%,5 out of 5
Defacto Ribbed 3 Piece Panties,EGP 399.00,EGP 341.00,15%,
Carina Invisible Cotton Socks - 3 Pairs,EGP 175.00,EGP 119.00,32%,4.6 out of 5
White Flexi Baby Lotion  240 Tissues,EGP 38.50,EGP 35.50,8%,4.7 out of 5
Defacto Boy Hooded with Zipper Water Repellent Puffer Jacket,"EGP 1,699.00","EGP 1,444.00",15%,5 out of 5
Aloe Eva Aloe Eva Strengthening Hair Ampoules With Aloe Vera (4 Ampoules * 15 Ml),EGP 118.00,EGP 85.00,28%,4.3 out of 5
Avuva Shower Gel Vanilla Coconut - 253 ML,EGP 157.00,EGP 100.00,36%,4.5 out of 5
ADIDAS IDAS VL Court 3.0 Shoes,"EGP 4,999.00","EGP 2,634.00",47%,4.6 out of 5
"Lazord Granite Pans Set - 3 Pcs - Size 18, 20, 24 - Purple","EGP 1,011.00",EGP 823.00,19%,4.3 out of 5
Starville Face Mask - 10 Sheets for Radiant Skin,EGP 550.00,EGP 365.00,34%,4.7 out of 5
Carina Woman Off White Cotton Thin Strap Top,EGP 285.00,EGP 213.00,25%,4.4 out of 5
Luna Solar Gel Nail Polish - Hot Chilis No.1003 - 10 Ml,EGP 105.00,EGP 49.00,53%,4.2 out of 5
Defacto Baby Boy Regular Fit Crew Neck Waffle T-Shirt,EGP 449.00,EGP 305.00,32%,5 out of 5
Carina Soft Ribbed Bra - Black,EGP 285.00,EGP 213.00,25%,4.3 out of 5
Skechers Edgeride Sneakers - Mauve Turquoise,"EGP 7,619.00","EGP 3,502.00",54%,4.8 out of 5
Defacto Carlo Skinny Fit Regular Waist Skinny Leg Jeans,EGP 999.00,EGP 849.00,15%,
TOP CHEF Pot Size 18 Black - Durable Granite Cooking Pot,"EGP 1,199.00",EGP 925.00,23%,
ADIDAS Response Shoes,"EGP 6,499.00","EGP 3,578.00",45%,
"Testa Toro Q2 A Walking And Everyday Shoe Made With Mixed Materials, Featuring A Balanced Design And An Elevated Sole",EGP 699.00,EGP 519.00,26%,4.1 out of 5
Velveta Oxi Stain Remover – 700ml,EGP 131.00,EGP 88.00,33%,4.3 out of 5
Defacto Slim Fit Camisole Crew Neck Tank Top,EGP 399.00,EGP 339.00,15%,
