prod_name,prc_before_dsc,prc_after_dsc,dsc_percentage,prod_review
Heriott Cream for Acne Prone Skin - 2 Pcs - 50 Gm,260.0,187.0,28.0,4.1
Olaian Women's Flip-flops 120,,489.0,,
Fridal Peach Multipurpose Liquid Freshener - 250g,35.0,25.0,30.0,4.1
Skechers Summits Sneakers - Black/Lt.Blue,7.0,3.0,54.0,5.0
Infinity Hand Cream Sweet Almond Oil 150 gm,220.0,162.0,26.0,4.5
Carina  Cookies Push-Up Shorts,,261.0,,
Infinity Naturals Body Lotion Strawberry Extract - 250 ml,320.0,202.0,37.0,4.2
American Eagle High-Waisted Wide-Leg Gauze Pant,3.0,1.0,71.0,5.0
Carina (Cookies) High Neck Sleeveless Bodysuit,325.0,261.0,20.0,4.7
"Eva Eva Eva Advanced Care Clinic Kids’ Curls Curl Styling Custard For Wavy, Curly, And Coily Hair 230 Ml",177.0,129.0,27.0,3.1
Decathlon Xbase 100 Adult Swimming Goggles with Clear Lenses - Black,,419.0,,
Beyond Women of Earth Body Splash 250ML,250.0,159.0,36.0,3.9
White White Compressed Toilet Rolls - 2 Roll - 3 Ply,42.0,31.0,26.0,4.0
Desert Fashion Sneakers From Leather For Women,609.0,259.0,57.0,4.2
ADIDAS IDAS Advantage 2.0 Shoes Sportswear Shoes - White,3.0,2.0,44.0,4.3
Trendyol Stone Pocket Detailed Short Sleeve Regular Fit Woven Shirt TWOSS22GO0654,,573.0,,
White Duplex Tissues - 200 Tissues - 2 Ply,30.0,22.0,27.0,4.5
Luna 3D Blusher  - 4.5 Gm  - No 510,,210.0,,
ADIDAS Train Essentials Feelready Novelty T-Shirt,1.0,1.0,40.0,3.7
Luna After SUN Gel 210 gm,205.0,122.0,40.0,5.0
American Eagle AE Puff Sleeve Smocked Jumpsuit,4.0,1.0,70.0,4.5
Defacto Regular Fit Regular Waist Thin Bermuda Shorts,499.0,399.0,20.0,5.0
Defacto Booties Socks 3 Pack,199.0,169.0,15.0,4.2
American Eagle AE Everyday Luxe Relaxed T-Shirt,,800.0,,
Carina Cotton Socks - 3 Pairs,185.0,128.0,31.0,5.0
Maybelline Master Ink Liquid Eyeliner - 10 Charcoal Black,650.0,439.0,32.0,4.2
Defacto Flare Fit Shaping High Waist Soft Touch Sports Sweatpants,,616.0,,
Eva Sun & Sea Face Sunscreen Tinted (SPF +50) 40 Ml,212.0,168.0,21.0,4.5
American Eagle AE Long-Sleeve Tiered Embroidered Midi Dress,5.0,1.0,64.0,4.8
Eva Optimum Care Recipe Age Defying Blend Lotion - Mocha Scent 370ml,206.0,150.0,27.0,4.7
Sanita 2XL Club MultiPurpose White Tissues - Maxi Roll,180.0,126.0,30.0,4.7
American Eagle Slim Fit Everyday Printed Button-Up Shirt,3.0,1.0,74.0,1.0
Defacto Modern Fit Standing Collar Short Sleeve Polo T-Shirt,799.0,599.0,25.0,5.0
Tolix Toilet Cleaner - 500ml,65.0,35.0,46.0,4.5
Defacto Oversize Fit Boston Celtics Licensed Crew Neck T-Shirt,599.0,509.0,15.0,5.0
Cybele Perfect Concealer - No 02 Beige,250.0,175.0,30.0,4.3
Defacto Regular Fit Crew Neck Short Sleeve T-Shirt,799.0,460.0,42.0,5.0
Trendyol Navy Blue Mini Slit Skirt TWOAW25ET00063,,406.0,,
Sanita Trash Bags 55x50 - 25 Bags,93.0,65.0,30.0,4.3
Defacto Modern Fit Polo Collar Short Sleeve Shirt,799.0,599.0,25.0,4.0
Zik Multipurpose Freshner - Peach - 1KG,95.0,86.0,9.0,4.0
Clary Hair Mist SPF50 120 ml,320.0,239.0,25.0,3.9
Zik Multipurpose Freshner - Royal Oud - 1KG,95.0,59.0,38.0,4.0
Defacto cto Man Boxy Fit Short Sleeve Knitted T-Shirt,,1.0,,
Btc 10g Marvel Silver Coin - The Hulk,,1.0,,
American Eagle AE Stretch High-Waisted Baggy Cargo Jogger,3.0,1.0,61.0,5.0
Skechers Bobs B Flex Lo Sneakers - Black Black,4.0,2.0,42.0,4.8
El Shalal Dishwashing Soap - 700 gm,45.0,39.0,13.0,4.1
Decathlon Men's Flip-Flops 120 - Floral Blue,579.0,239.0,59.0,4.4
American Eagle AE Mock Neck Tank Top,1.0,450.0,57.0,3.7
Zecotex Classic Cotton Pajama for Women,782.0,680.0,13.0,5.0
Trendyol Trendyol White Collar Embroidered Embroidery Detailed Regular Fit Cotton Woven Shirt TWOAW21GO0005,2.0,586.0,73.0,4.5
Kamill Classic Skin Cream With Organic Chamomile - 100ml,89.0,62.0,30.0,4.5
ADIDAS Train Essentials Feelready Logo Training T-Shirt,2.0,1.0,41.0,4.0
Luna Streps Orange + Vitamin C (Sugar Base) Box 2 Strip,115.0,75.0,35.0,4.2
Defacto Cotton Relax Fit Twill Pocket Shorts,599.0,509.0,15.0,5.0
ADIDAS IDAS Litecourt Shoes,5.0,3.0,45.0,4.9
Eva Eva Hair Clinic Gold Argan Conditioner With Gold And Argan Oil 230 Ml,177.0,127.0,28.0,4.3
Trendyol Trendyol Indigo Regular Cut Short Sleeve Textured Buttoned Polo Neck T-shirt,,486.0,,
"Testa Toro Q2 A Walking And Everyday Shoe Made With Mixed Materials, Featuring A Balanced Design And An Elevated Sole",699.0,519.0,26.0,3.6
Frida Gone Insect Repellent with Cool Mint Scent 300ml,109.0,76.0,30.0,4.0
Zik Multipurpose Freshener 1kg - Musk,95.0,75.0,21.0,3.9
Cybele Perfect Concealer - No 03 Ginger,250.0,175.0,30.0,4.8
ADIDAS IDAS Copa Pure 2 Club Turf Boots Kids - aurora black,2.0,1.0,44.0,4.2
Defacto Elasticated Waist Straight Leg Stretchy Summer Fabric Joggers,,849.0,,
Carina Pack Of Girly Stretch Pantyhose,165.0,111.0,33.0,4.3
ADIDAS IDAS Train Essentials Boxy Workout Tank Top - Black,1.0,937.0,41.0,5.0
Luna Nail Polish Lacquer Luna 10 Ml - No. 608,65.0,55.0,15.0,4.2
Bigen Bigen Hair Color - No.48,125.0,89.0,29.0,4.5
Nike Wmns Juniper Trail 2 Gtx Running Shoes,10.0,4.0,55.0,3.7
Nike Nike Phantom GX Club FG/MG 'Bright Crimson Black' DD9483-600,6.0,3.0,50.0,4.8
Defacto Standard Fit Polo Neck Knit Short Sleeve T-Shirt,,944.0,,
Desert Men's Fashion Leather Flat Sneakers with Bold Side Color Design,589.0,249.0,58.0,4.3
Skechers Bobs Infinity Sneakers - Quail,7.0,3.0,54.0,4.7
Cybele Smooth N'Wear Powder Blush – No.20 Pinky Nude,275.0,169.0,39.0,4.0
Luna Nail Polish Lacquer Luna 10 Ml - No. 634,80.0,56.0,30.0,4.2
Trendyol Black-Ecru Oversize Color Block T-shirt - Men's Fashion,2.0,596.0,75.0,5.0
Defacto Baby Girl Hooded Puffer Jacket,1.0,1.0,31.0,4.8
Sparkle Conditioner Fluffy/Shiny Hair 200 Ml,78.0,53.0,31.0,4.4
Care & More Liquid Hand Soap Tropical Breeze - 350 Ml,66.0,46.0,30.0,4.1
Defacto Regular Fit High Neck Vest,,1.0,,
Defacto Slim Fit Turtleneck Basic Knit Pullover,799.0,599.0,25.0,5.0
"NIVEA MEN MEN Face, Body & Hands Cream Moisturising, Tin 150ml",300.0,254.0,15.0,4.5
American Eagle Textured Striped Button-Up Poolside Shirt,,990.0,,
Defacto Breathable Loose Fit Printed T-Shirt,,856.0,,
Eva Honey Hair Cream 85 Gm - Moisturizing and Restorative Hair Treatment,59.0,47.0,20.0,4.1
Defacto Modern Fit Polo Neck Summer Basic Shirt,799.0,599.0,25.0,4.5
Avuva Avuva Vanilla Marshmallow Hand & Body Lotion – 200ml,170.0,108.0,36.0,3.9
Luna Breathable Air Nail Polish - 10 Ml - No. 11,90.0,45.0,50.0,4.0
Care & More Berries Burst Liquid Hand Soap – 520 ml,78.0,54.0,30.0,4.5
Btc  50g Disney Silver Coin - Minnie Mouse,,8.0,,
Defacto Slim Fit Camisole Short Sleeve T-Shirt,399.0,324.0,19.0,4.3
Defacto cto Woman Regular Fit Shirt Neck Woven Top Short Sleeve Blouse,929.0,795.0,14.0,4.7
Real Man Pure Wood Scent Perfume – EDP – For Men - 100 ML,513.0,329.0,36.0,3.5
ADIDAS IDAS Supernova Ease Shoes Running Shoes - Black,6.0,3.0,45.0,5.0
Defacto Slım Fıt Dar Kesim Basıc Düz Fitilli Kaşkorse Uzun Kollu Tişört,499.0,433.0,13.0,1.0
ADIDAS Grand Court Alpha Shoes,7.0,3.0,47.0,3.0
Defacto Oversize Fit Grandad Collar Sensual Long Sleeve Shirt,,1.0,,
Aloe Eva Strengthening Hair Oil with Aloe Vera 255 ml,100.0,73.0,27.0,4.4
Care Dr. Clean Pro fresh Hand wash – 450 gm,141.0,78.0,45.0,4.1
Carina Woman White Microfiber Mini Short,235.0,170.0,28.0,4.0
Cybele Cover Up Concealer & Contour - 7Gm – No. 03 Toffee,,285.0,,
Activ Teal Green Adults' Plain Plastic Swimming Nose Clip,99.0,55.0,44.0,5.0
Trendyol Powder Cuff Lace Detailed Woven Cap & Abaya,,945.0,,
Defacto Oversize Fit Slogan Printed Sports T-Shirt,599.0,509.0,15.0,5.0
ADIDAS IDAS Football Graphic Tee Football T-Shirts - White,2.0,1.0,41.0,5.0
Defacto Boy Regular Fit Spiderman Licensed Swim Shorts,599.0,449.0,25.0,5.0
ADIDAS Treadmove Running Shoes,3.0,2.0,44.0,4.1
ADIDAS ADIDAS Train Essentials Feelready Novelty T-Shirt,1.0,1.0,40.0,3.4
Cybele Perfect Concealer -  No 01 Opale,250.0,175.0,30.0,4.2
Carina Woman White Microfiber Plain Sleeves - Comfortable and Versatile,115.0,68.0,41.0,4.6
Man-zone Strong Hold Invisible Fiber Gel – 175 ML,89.0,50.0,44.0,4.2
American Eagle AE Perfect Button-Up Shirt,3.0,990.0,70.0,1.0
Infinity Whitening Cream Gel 50 ml,220.0,162.0,26.0,4.3
American Eagle AE 24/7 Crew Neck Sweatshirt,3.0,1.0,70.0,4.0
Decathlon Men's Fitness T-shirt 500 Essentials - Brown,,349.0,,
Defacto Regular Fit Plaid Long Sleeve Tunic,1.0,1.0,4.0,5.0
Sparkle Conditioner Deep Hydration 200 Ml,74.0,53.0,28.0,4.3
Defacto Woman 3 Piece Cotton Ballerina Socks,,169.0,,
Defacto cto Woman Regular Fit Shirt Neck Short Sleeve Woven Dress,1.0,1.0,14.0,5.0
ADIDAS Runfalcon 5 Wide Running Shoes-IE0552,4.0,3.0,20.0,4.0
Zik Air Freshener 460 ml - Apple and Cinnamon,,65.0,,
Activ Reptile Pattern Buckle Closure Belt - Black,399.0,239.0,40.0,3.0
Carina Girly Leggings,285.0,213.0,25.0,4.0
Defacto jogger Regular Hem Trousers,1.0,849.0,43.0,5.0
Testa Toro Classic Formal Genuine Leather Belt for Suits – B13,399.0,379.0,5.0,4.3
Comfort Softener with Lavender – 1 Liter,110.0,95.0,14.0,4.6
Rivoli Rivoli Shower Gel - Tuberose and Vanilla - 1Litre - Purple,163.0,112.0,31.0,4.6
Cybele Desire Lipstick Pencil - No. 03 City Red,250.0,155.0,38.0,4.2
ADIDAS Ultimashow 2.0 Shoes,4.0,2.0,44.0,4.9
Defacto Super Skinny Hem Gabardine Chino Pants,999.0,722.0,28.0,4.7
ADIDAS IDAS JH9117 Deportivo III Turf Boots Kids,2.0,1.0,47.0,4.4
Sanita Aluminum Foil Silver/Red - 10 Meters,143.0,90.0,37.0,4.4
Rivoli Aud Hand Wash - 450 ml,99.0,68.0,31.0,4.6
Diva Beauty Shower Gel - 1 Litre,166.0,116.0,30.0,4.0
Defacto Tailored Fit Straight Leg Trousers,1.0,1.0,14.0,3.0
ADIDAS IDAS Camo Shape Graphic T-Shirt,1.0,994.0,38.0,5.0
Kamena Showering Pleasure Herbal Perfume Bath And Shower Foam - 750 ml,111.0,74.0,33.0,3.8
Defacto cto Man Slim Fit Chino Chino Trousers,999.0,850.0,33.0,4.5
Defacto Girl Denim Shorts,799.0,599.0,25.0,5.0
Trendyol White Lace Detailed Cotton Regular Fit Woven Shirt TWOSS20GO0044,,614.0,,
American Eagle Next Level  Kick Bootcut Jean,4.0,1.0,65.0,5.0
Rapido Radiator Flush - 300ml,81.0,45.0,44.0,4.3
Azha Concealer 12 Ml 01 + Foundation 01 25 Ml - Natural Coverage,595.0,455.0,24.0,4.1
Defacto Boy Elastic Waist Jogger Sweatpants,499.0,424.0,15.0,4.8
ADIDAS IDAS Ultradream Dna Shoes Kids Sportswear Shoes - Black,4.0,2.0,44.0,3.0
American Eagle AE 24/7 Crew Neck Sweatshirt,3.0,1.0,70.0,5.0
Luna 3D Wet And Dry Face Powder - 11 Gm - No 50,315.0,155.0,51.0,3.2
"American Eagle 8"" Swim Trunk",3.0,990.0,70.0,3.0
Rapido Diesel Injector Cleaner - 300ml,146.0,77.0,47.0,4.3
Luna Pro-Touch - Mattifying Base 33ml,345.0,169.0,51.0,3.5
Carina Pack Of 5 Colored Full Brief Panties,,358.0,,
Kamena Hair Pro Hair Mask Argan - 300 ml,156.0,104.0,33.0,4.6
Defacto Baggy Fit Trousers,,1.0,,
ADIDAS Runfalcon 5 Running Shoes,4.0,2.0,44.0,4.5
ADIDAS IDAS Golf Book Club Graphic Oversized T-Shirt,2.0,1.0,42.0,4.0
Eva Sun & Sea After Sun Lotion 150 Ml,212.0,152.0,28.0,4.5
Zik Multipurpose Freshner - Strawberry Cream - 1KG,95.0,69.0,27.0,4.4
Trendyol Dark Anthracite Single Pocket Boyfriend Woven Cotton Shirt,,453.0,,
Sherosa Shampoo with Shea Butter 350 Ml,81.0,62.0,23.0,3.9
"TRIO PRO Liquid Hand Soap, Royal Oud - 500 ml",78.0,54.0,30.0,4.5
American Eagle Stretch High-Waisted Baggy Cargo Jogger,,1.0,,
Decathlon Football Size First Kick for Kids 9 Years - Red,,449.0,,
Decathlon Aquashoes for Kids - Aquashoes 100 - Blue,,639.0,,
American Eagle Stretch Low-Rise Gingham Capri Pant,,800.0,,
Decathlon AGILITY 100 HG LACE BLACK,,1.0,,
Defacto Regular Fit Denim Jumpsuit,,849.0,,
Maxell Floor Cleaner - Winter Ice Scent - 1Liter,101.0,50.0,50.0,4.2
Rivoli Star Shower Gel - 500 ml,91.0,50.0,45.0,3.9
Cybele Smooth N Wear Compact Powder - No.00 Nude 12gm,420.0,289.0,31.0,4.7
ADIDAS IDAS Powerreact Graphic Bra Training Bra - White,,1.0,,
Cybele Lip & Cheek Tint Stain - No.03 Peach,260.0,185.0,29.0,3.8
Desert Sportive Lace-Up Sneakers For Women,589.0,249.0,58.0,4.2
Skechers Bobs Infinity Sneakers - Black,8.0,3.0,54.0,5.0
Defacto Zippered Leg Summer Joggers,,999.0,,
"Kids Sofico Sofiko Kids Conditioner with Argan, Jojoba, and Protein, 300ml",170.0,110.0,35.0,4.3
Lazord Granite Deep Frying Pan - 28 Cm - Black,559.0,503.0,10.0,4.2
Feba Liquid Dish Cleaner With Lime Scent - 700gm - N/A,49.0,33.0,33.0,4.6
Eva Vitamin A Facial Serum - 30 Ml,271.0,195.0,28.0,4.3
Nike Court Shot Laced Shoes - White,9.0,4.0,54.0,4.1
Maxell Crystal Spray Window Cleaner - Herbal Scent - 700ml,89.0,44.0,51.0,4.3
"Puma Skyrocket Lite Engineered Wns White, Silver & Grey Sneakers",,3.0,,
Nike Revolution 7 Laced Shoes - Blue,7.0,3.0,54.0,4.5
Infinity 100% Pure Castor Oil<br /> 50 ml,220.0,162.0,26.0,4.1
Avuva Mango Peach Body Bundle – 253ml – 2 PCs,343.0,218.0,36.0,3.8
Avuva Cherry Blossom Handy & Body Cream – 63ml,97.0,62.0,36.0,4.1
Carina Long Sleeves Viscose Top,,340.0,,
Defacto Short Sleeve Striped T-Shirt,499.0,474.0,5.0,5.0
Defacto Standard Fit Polo Collar Knitwear Polo T-Shirt,1.0,1.0,38.0,4.0
Eva Eva Hair Clinic Curls Shamoo Shea Butter & Linseed 230 Ml,147.0,103.0,30.0,4.6
Defacto Regular Fit Crew Neck Short Sleeve T-Shirt,499.0,424.0,15.0,5.0
Divatoll Concentrated Disinfectant Liquid Cleaner – Lavender Scent – 250ml,126.0,62.0,51.0,4.5
Defacto Oversize Fit Sports Shorts for Men - Grey,1.0,764.0,41.0,5.0
Defacto Relax Fit Long Sleeve Tunic,999.0,589.0,41.0,2.0
Toshiba GR-RT559WE-PMN(06) - Refrigerators 2D 411L (Morandi Grey) Origin Inverter - AirFALL Cooling,33.0,26.0,18.0,5.0
Carina Off White Microfiber Sports Short Leggings for Women,315.0,238.0,24.0,4.0
Clorel Clorel 2x1 Lemon Scented Bleach - 4kg,120.0,80.0,33.0,4.5
Defacto Slim Fit Thin Sweatshirt Fabric Printed Shorts,,458.0,,
Activ Kids Set Of Three Solid Socks - Black,179.0,89.0,50.0,4.8
Desert Sportive Lace-Up Sneakers For Women,589.0,249.0,58.0,3.8
Sanita Easy Lock Food Storage Bags - Large Size,248.0,173.0,30.0,4.5
Starville Stick Red Berry 60 ML,350.0,229.0,35.0,4.8
Reebok Zig Dynamica 5 Low Shoes for Women - Pink,8.0,3.0,54.0,5.0
Trendyol Beige Cuff Lace Detailed Woven Cap & Abaya - TCTSS24KF00036,3.0,945.0,75.0,5.0
Trendyol Brown Relaxed/Casual Cut Printed 100% Cotton T-Shirt,1.0,338.0,72.0,5.0
ADIDAS Eclyptix 2000 shoes jr6131,,3.0,,
Carina (Cookies) Microfiber Slim Leggings - Comfortable and Stylish,325.0,261.0,20.0,4.0
Maxell Floor Cleaner - Green Valleys Scent - 1.8Liter,146.0,73.0,50.0,4.7
Trendyol Ecru Front Tie Detail Oversize Woven Wide Fit Shirt,,516.0,,
Maxell Spray Grime Eliminator - 700ml,154.0,99.0,36.0,4.6
Sanita Charm Cotton Buds - 200 Buds with 2+1 Free Piece,149.0,104.0,30.0,4.4
Eva Optimum Care Recipe Revival Blend Lotion for Dry Skin - Peach Scent 370 Ml,206.0,150.0,27.0,4.7
Bobai Sport Water Resistant Sunscreen Spray 200 ml,385.0,259.0,33.0,5.0
Luna 3D Eye Brow Powder -  Brone Gray - No.3,155.0,75.0,52.0,3.6
ADIDAS IDAS Kids Boys And Girls Ultradream Dna Shoes Kids -White,4.0,2.0,44.0,5.0
American Eagle Super Soft Icon T-Shirt,1.0,840.0,48.0,4.3
Defacto Regular Fit Short Sleeve T-Shirt,,250.0,,
White Host Hand Towels - 300 Tissues - 2 Ply,52.0,40.0,24.0,4.6
Defacto Elastic Waist Wide Leg Washed Summer Jeans,,1.0,,
ADIDAS IDAS Codes Collegiate Linear Graphic Tee - Cgreen,1.0,1.0,40.0,4.4
Trendyol Green Oversize Dinosaur Embroidery T-Shirt for Men,1.0,351.0,75.0,5.0
Avuva Passion Fruit Hand & Body Lotion – 63ml,91.0,58.0,37.0,4.4
Defacto Knitwear Look Polo T-Shirt,,849.0,,
White Flexi 500 Tissues Large 3 Ply,46.0,34.0,26.0,4.3
TOP CHEF Fry Pan Size 28 Black,950.0,799.0,16.0,5.0
Defacto Girl Slim Fit Polo Neck Basic Ribbed Camisole Polo T-Shirt,,301.0,,
ADIDAS Switch Move Running Shoes-IE8809,,3.0,,
ADIDAS Amplimove Training Shoes,5.0,3.0,45.0,5.0
Nike Wmns Court Legacy Lift Womens Footwear,11.0,5.0,55.0,3.7
Care Dr. Clean Blue Mist Hand wash - 450 gm,141.0,78.0,45.0,4.8
American Eagle AEO Low Cut Eagle Socks 3-Pack,1.0,770.0,30.0,3.9
ADIDAS IDAS ESSENTIALS THREE STRIPES SINGLE JERSEY TEE-OLISTR/BLACK,1.0,1.0,40.0,4.8
Defacto Baby Boy Space Printed Long Sleeve 2 Piece Pajama Set,599.0,509.0,15.0,5.0
Defacto Initial D Loose Fit V-Neck Short Sleeve T-Shirt,,854.0,,
Defacto Regular Fit Short Sleeve Shirt,699.0,544.0,22.0,3.0
Trendyol Pink Viscose/Soft Fabric Color Block Body Fitting Stretchy Knitted T-Shirt,1.0,363.0,75.0,2.0
Cybele Liquid Foundation - No. 1 Ivory,370.0,249.0,33.0,4.5
Starville Stick Lavender Grace 60 ML,350.0,229.0,35.0,4.0
Defacto Cigarette Fit Super Skinny Hem Satin Trousers,799.0,679.0,15.0,5.0
American Eagle Super Soft Icon T-Shirt,1.0,840.0,48.0,4.6
Renol Hand Soap - Coconut & Milk - 500gm,65.0,49.0,25.0,4.2
Defacto Men's Cotton 3-pack Ballet Socks,249.0,213.0,14.0,3.8
Anta Running Shoes for Women - Multi Color,6.0,2.0,54.0,3.7
Sanita Aluminum Foil Silver/Blue - 20 Meters,240.0,133.0,45.0,4.3
Trendyol Black Fitted Stretch Knitted Blouse,,483.0,,
Defacto Regular Fit Regular Waist Bermuda Shorts,,399.0,,
Maxell Toilet Cleaner - 700ml,111.0,74.0,33.0,4.1
Carina Pack Of 5 Colored Brief Panties,485.0,293.0,40.0,4.5
ADIDAS ADIDAS Essentials Small Logo Cotton T-Shirt,2.0,985.0,62.0,5.0
"NIVEA Face Wash Cleanser, Gentle Cleansing, Dry Skin, 150ml",270.0,201.0,26.0,4.4
Drakon 5in1 Whitening Roll-On Deodorant - Oriental Oud + Sunscreen Gel Cream Dry Touch SPF50+,299.0,280.0,6.0,5.0
Defacto Slim Fit Round Neck Basic Corduroy Ribbed T-Shirt,,519.0,,
Trendyol Anthracite Plain Wash Slim Crew Neck Crop Knitted Blouse,,522.0,,
Defacto Oversize Fit Crew Neck Short Sleeve T-Shirt,,856.0,,
Activ Blue Adults' Plain Plastic Swimming Nose Clip,99.0,59.0,40.0,3.0
Glassy Glass & Window Cleaner 500ml + 100ml Spray With Apple Scent,75.0,37.0,51.0,4.4
Mesery Woman  Short Sleeve T-Shirt Printed - Yellow,399.0,199.0,50.0,1.0
American Eagle LIVED IN KHAKI SHORT 9 IN,,800.0,,
Defacto Regular Fit Twill Short Sleeve T-Shirt,,401.0,,
El Watania Filo Basket with Cover - Beige,,559.0,,
Nike Nike Sportswear Essential HF5320-100,3.0,2.0,20.0,4.0
Eva Eva Skin Care Natural Glow Lightening Roll On Deodorant Powder Soft 60 Gm,118.0,93.0,21.0,4.0
Eva Eva Foot Powder Deodorant With Aloe Vera 50 Gm,47.0,37.0,20.0,4.4
Puma Rebound V6 Low White-Intense Red-Pu Shoes,6.0,3.0,54.0,4.5
Carina  Cookies Full Brief Panty,220.0,167.0,24.0,4.7
Defacto Flare Fit Wide Leg Sports Sweatpants,,849.0,,
Frida lavender Insect Repellent - 300ml,109.0,76.0,30.0,4.8
Aloe Eva Strengthening Hair Oil with Aloe Vera 85 Ml,53.0,39.0,26.0,3.6
ADIDAS IDAS Core Allover Print Polo Shirt,,2.0,,
ADIDAS ID8764 Galaxy 7 Running Shoes,3.0,2.0,43.0,4.9
Nike W Court Vision Alta Ltr Laced Shoes - White,10.0,4.0,55.0,4.7
Carina Woman White Viscose Round Neck T-Shirt,365.0,281.0,23.0,5.0
ADIDAS IDAS Own the Run T-shirt - DKBLUE,2.0,1.0,41.0,5.0
Eva Eva Skin Care Senses Hand Scrub Gold Spell 50 Ml,83.0,61.0,27.0,4.5
ADIDAS Modern Essentials Graphic T-Shirt,2.0,1.0,40.0,5.0
ADIDAS IDAS Grand Court Alpha Shoes,6.0,3.0,45.0,3.9
Zecotex Summer Maxi Abaya - Beige Embroidered Long Nightgown - Elegant Cotton Maxi Dress,900.0,740.0,18.0,4.8
Trendyol Black Brode Detailed Knitted Blouse TWOSS23BZ00940,,416.0,,
Defacto Girl 2 piece Regular Fit Tank Top,,339.0,,
Rivoli Rivoli Shower Gel - Pink - 1 DAMASK ROSE & VIOLET,163.0,105.0,36.0,4.4
Carina Woman Pack Of (3) Colored Cotton Ankle Socks,185.0,128.0,31.0,4.8
Drakon Invisible Touch SPF 50+ Sunscreen Spray - 200 ML,299.0,269.0,10.0,5.0
Decathlon Men's Running Shoes Jogflow 100.1 - Black Grey,,2.0,,
CUBS Pink Flowers For Kids Sandal For Kids.,,809.0,,
ADIDAS IDAS Ultrarun 5 Running Shoes,6.0,3.0,45.0,4.0
Zik Multipurpose Freshner - Jasmine - 1KG,95.0,79.0,17.0,3.7
Olaian Men’s Flip-Flops - 550 Simi brown,,1.0,,
Defacto Girl Short Sleeve Striped Viscose Jumpsuit,999.0,849.0,15.0,5.0
CLOROX Drain Opener and Cleaner 1L,130.0,109.0,16.0,4.2
Defacto Wide Leg Chicago Bulls Licensed Woven Trousers,1.0,737.0,43.0,5.0
Trendyol Navy Blue 100% Cotton Wadding Look Basic Crew Neck Knitted T-Shirt,1.0,387.0,68.0,5.0
Luna Air Breathable Nail Polish Luna 10 Ml - No. 34,90.0,39.0,57.0,3.8
ADIDAS IDAS Grand Court 2.0 Shoes,5.0,3.0,45.0,4.4
American Eagle Ruffle Boyfriend Sock 3-Pack,1.0,450.0,57.0,4.3
Decathlon Swim Cap Size L - Print,,509.0,,
Lazord Granite Crepe Pan - 30cm - Purple,496.0,404.0,19.0,4.3
ADIDAS Run 60s 4.0 Shoes,4.0,2.0,47.0,4.0
ADIDAS IDAS ESSENTIALS SMALL LOGO COTTON T-SHIRT-PURRUB/BLACK,1.0,993.0,38.0,4.7
Aloe Eva Strengthening Hair Oil with Aloe Vera & Olive Oil 255ml - Special Offer 10%,90.0,72.0,20.0,4.3
American Eagle AE Floral Linen-Blend Button-Up Poolside Shirt,,990.0,,
"Kids Sofico Sofiko Kids Shampoo with Pro-Vitamin, Shea, and Vitamin E, 300ml",170.0,110.0,35.0,4.3
Defacto Standard Fit Polo Collar Knit Pullover,1.0,849.0,35.0,5.0
Defacto Straight Fit Trousers,,1.0,,
Carina  Cookies Seamless Shorts,310.0,248.0,20.0,4.8
Trendyol Brown Ethnic Pattern Ruffle Detailed Oversize Wide Pattern Shirt,2.0,795.0,69.0,5.0
Care & More Petroleum Jelly 100ml - Strawberry,78.0,54.0,30.0,3.9
Cybele Matte Lipstick - No. 312 Vivid Burgundy,230.0,164.0,29.0,4.7
Defacto Cotton Boxy Fit Crew Neck Short Sleeve T-Shirt,799.0,536.0,33.0,5.0
Defacto Girl Oversize Fit Short Sleeve Dress,699.0,458.0,34.0,5.0
Trendyol Tile Sleeve Textured Woven Shirt with Lacing Detail TWOSS24GO00087,,506.0,,
Carina High Waist Panty - Black,265.0,196.0,26.0,2.0
Defacto Slim Fit Crew Neck Printed Sports T-Shirt,,664.0,,
Testa Toro X13 Luxury Shoe Crafted with Formula Leather and Double-faced Tanned Leather,608.0,519.0,15.0,4.5
American Eagle T-Shirt - Heather Grey,1.0,840.0,48.0,4.5
Defacto Woman 2 piece Short Socks,249.0,213.0,14.0,5.0
Carina Woman White Cotton Short Legging - Comfortable Everyday Essential,295.0,221.0,25.0,3.8
ADIDAS IDAS Vl Court 3.0 Shoes Sportswear Shoes - Green,4.0,2.0,47.0,4.5
Heriott Cream for Acne Prone Skin 50 gm,130.0,97.0,25.0,3.6
White Chef Kitchen Rolls - 2 Rolls - 3 Ply,42.0,32.0,25.0,4.2
Luna Nail Lacquer Luna 10 ml - No. 648,80.0,49.0,39.0,3.5
Defacto Modern Fit Crinkle Long Striped Polo Shirt,,938.0,,
Defacto Regular Fit Crew Neck Basic Knit Pullover,,649.0,,
ADIDAS adidas Disney Coco Tensaur Shoes Kids,3.0,2.0,47.0,5.0
ADIDAS ADIDAS Men Predator History Graphic T-Shirt -Red,,1.0,,
Defacto Baby Girl Dinosaur Printed Cotton Top Bottom 2 Piece Pajama Set,699.0,479.0,31.0,5.0
Reebok Energen Lux Sneakers - Beige,6.0,2.0,54.0,5.0
Carina Pack Of 3 Girly Brief Panties,335.0,195.0,42.0,4.8
Eva Eva Advanced Care Clinic Forever Long Lengthening Conditioner For Damaged Hair 230 Ml,188.0,138.0,27.0,4.8
