prod_name,prc_before_dsc,prc_after_dsc,dsc_percentage,prod_review
Skechers Bobs Infinity Sneakers - Black Black,5.0,3.0,41.0,5.0
Carina Cookies Bralette,175.0,126.0,28.0,4.7
Cybele Matte Lipstick - No.315 Desert Rose,230.0,164.0,29.0,3.6
Garnier Skin Active Fast Clear Booster Face Serum for Acne Prone Skin - 30ml,350.0,259.0,26.0,4.2
Starville Eye Contour 30 gm,250.0,169.0,32.0,4.2
ADIDAS URBAN COURT SHOES,3.0,2.0,43.0,4.7
Fiancee Hair Mask 7X1 ROSEMARY&JOJO – 950ML,136.0,89.0,35.0,3.9
American Eagle EasyFlex Relaxed Straight Jean,4.0,1.0,61.0,5.0
CLOROX Bathroom Cleaner Original 500ML,120.0,105.0,13.0,4.5
Superkids Curly Hair Shampoo 300 ml,180.0,119.0,34.0,4.2
Cybele Matte Lipstick - No.319 Magnetic Mahogany,230.0,164.0,29.0,4.6
Defacto Defacto Woman Standart Fit Knitted Bottom Short,,331.0,,
American Eagle AE AirFlex+ Original Straight Jean,4.0,1.0,65.0,4.5
ADIDAS Breaknet 3.0 Shoes,4.0,2.0,47.0,4.0
American Eagle Linen-Blend Sweater Polo Shirt,3.0,900.0,70.0,4.2
Renol Royal Oud Shower Gel - 1 Kg,95.0,75.0,21.0,3.6
Frida Home Cleaning Fragrance - Fruit Punch 480 ml,72.0,45.0,38.0,4.6
Man Look Shaving Cream with Aloe Vera 40 gm - Special Offer,36.0,26.0,28.0,4.3
Eva Aloe Eva Strengthening Hair Mask Pouch With Aloe Vera 250 Gm,88.0,66.0,25.0,4.3
American Eagle AE Classic Polo Shirt,2.0,720.0,67.0,4.3
Defacto Woman  Cold Ocean Floral 100 ml Perfume,599.0,556.0,7.0,5.0
Defacto Loose Fit One Piece  Polo Collar Short Sleeve T-Shirt,999.0,910.0,9.0,5.0
American Eagle Super Soft Icon V-Neck T-Shirt,1.0,420.0,74.0,4.6
CLOROX Liquid Bleach Lemon 4L,96.0,87.0,9.0,4.4
ADIDAS Barreda Shoes,4.0,2.0,44.0,4.3
Velveta Concentrated Fabric Softener – Relaxation - 400 ML,97.0,52.0,46.0,4.3
Gipsy 500 sheet Soft Facial Tissues Set of 3,124.0,85.0,31.0,3.7
Luna 3D Blusher  - 4.5 Gm  - No 508,210.0,99.0,53.0,3.8
Sparkle Shampoo and Conditioner Split Ends 600 Ml,,118.0,,
Avuva Vanilla Marshmallow Hand & Body Cream – 63ml,97.0,62.0,36.0,4.3
Cybele Matte Lipstick - No.313 Nude Beige,230.0,164.0,29.0,3.9
American Eagle Boyfriend Scoop Tank Top,1.0,315.0,70.0,4.8
Cybele Smooth N'Wear Powder Blush No. 3 Mauve,275.0,195.0,29.0,4.3
Lazord Granite Deep Frying Pan - 24 Cm,494.0,402.0,19.0,4.1
Defacto Regular Fit Crew Neck Printed Long Sleeve Blouse,999.0,770.0,23.0,5.0
L'Oreal Paris eal Paris Glycolic Bright Glowing Serum – 30ml,600.0,465.0,23.0,4.3
Eva Eva Skin Care Senses Moisturizing Shower Cream Summer Twist 250 Ml,118.0,93.0,21.0,3.9
CLOROX Disinfecting Wipes Citrus Blend - 20 Wipes,40.0,36.0,10.0,4.5
Comfort Softener Spring Dew Blue 1 Liter Promo,110.0,90.0,18.0,4.3
Frida Sensation Peach 460 ml,89.0,57.0,36.0,4.7
Sanita Serv U 150 Sheets Interfold towel tissue,50.0,35.0,30.0,3.8
Oxi HS Lavender Powder Detergent - 1.5 KG,156.0,107.0,31.0,4.6
Rivoli Purple Shower Gel - 2 L,284.0,160.0,44.0,4.5
Private Extra Thin MissTeen Natural Cotton Pads With Wings - 10 Pads,59.0,41.0,31.0,4.6
ADIDAS Breaknet Sleek Shoes,4.0,2.0,47.0,4.5
Vebix Blue Active Deodorant Cream – 15gm,71.0,36.0,49.0,4.5
Defacto Standard Fit Polo Collar Knitwear Pullover,1.0,768.0,41.0,5.0
Defacto Regular Fit Short Sleeve T-Shirt,,569.0,,
Samsung Galaxy A36 Dual SIM 5G 256GB/8GB Mobile Phone - Awesome Black,22.0,20.0,9.0,4.7
ADIDAS Barreda Shoes,5.0,3.0,45.0,4.0
Divasol Disinfectant Floor Cleaner - 400ml,59.0,41.0,31.0,4.3
"Eva Skin Care Soft Moisturizing Cream with Aloe Vera, Panthenol & Vitamin E 50 Gm",36.0,26.0,28.0,4.2
Defacto Oversize Fit Crew Neck Short Sleeve T-Shirt,,559.0,,
Eva Eva Skin Care Glycerin Soap For Dry And Sensitive Skin 120 Gm,61.0,43.0,30.0,4.4
American Eagle AE Everyday Poplin Striped Button-Up Shirt,3.0,1.0,74.0,5.0
ADIDAS Streettalk,4.0,2.0,44.0,5.0
Eva Eva Hair Clinic Gold Argan Shampoo With Gold And Argan Oil 230 Ml,165.0,119.0,28.0,4.6
Frida Dish Washing Liquid - Red Apple - 4 KG,330.0,203.0,38.0,4.3
CLOROX 5x1 Disinfecting Household Cleaner Sea Breeze 400ML,33.0,29.0,12.0,4.5
Brix Stain Remover 950 ML – Pine,63.0,49.0,22.0,4.3
Zik Air Freshener 460 ml - Oud,,65.0,,
Renol Stainless Steel Polisher - 750gm,70.0,60.0,14.0,3.9
Rivoli Black Shower Gel - 2 L,284.0,160.0,44.0,4.5
Skechers Go Walk Travel Sneakers - Black Black,5.0,2.0,54.0,4.1
ADIDAS IDAS LUT47 Adilette Comfort Swim Sandals/Slippers - Core Black,3.0,1.0,59.0,4.6
Carina (Cookies) Sleeveless Body Shaper Top,300.0,239.0,20.0,4.3
Eva Eva Skin Care Senses Body Splash Morning Blossom 240 Ml,259.0,183.0,29.0,4.3
Oxi Powder Det Lavender - 1 Kg,106.0,69.0,35.0,4.4
Luna Coconut Special Lip Moisturizer - 3.5 Gm,25.0,18.0,28.0,4.3
American Eagle AE Stretch High-Waisted Stovepipe Jean,4.0,1.0,64.0,4.6
Bebe XXL Baby Diapers Size 6 - 40 Pcs,309.0,216.0,30.0,3.8
Decathlon Adult Football Eco-Design Shorts F100 - Black,,349.0,,
Clorel 4x1 Lavender Scented Cleaning Bleach - 4kg,126.0,85.0,33.0,4.6
Eva Exfoliating Facial Wash Enriched With Honey for All Skin Types - 150 ml,88.0,64.0,27.0,4.5
Defacto Micro Coated Padded Underwired T-Shirt Bra,499.0,427.0,14.0,5.0
Fiancee Hair Mask 7X1 COCONUT&ARGAN – 950ML,136.0,89.0,35.0,3.2
Eva Eva Skin Care Hand Cream Tropical 60 Ml,77.0,55.0,29.0,4.4
OSSUM Passion Perfume body spray for women - 120 ml,149.0,96.0,36.0,4.6
Defacto A Cut Thessaloniki Fabric Knitted Skirt,799.0,676.0,15.0,5.0
Eva Spotless Face Cream 18 Gm,30.0,24.0,20.0,3.9
White Anti-Septic Wet Wipes - 50 Wipes,52.0,39.0,25.0,4.6
Winkies Singlet Boys 3 Piece May Vary,264.0,211.0,20.0,4.6
Carina (Cookies) Cotton Round Neck Top,275.0,216.0,21.0,4.7
ADIDAS DBF11 Adilette Aqua Swim Sandals/Slippers - Ftwr White,1.0,780.0,60.0,4.4
Defacto Regular Fit Crew Neck Printed Short Sleeve T-Shirt,599.0,569.0,5.0,4.7
American Eagle Flex Linen-Blend Pull-On Athletic Fit Easy Pant,4.0,1.0,70.0,2.5
Carina Cotton Pantacourt Legging - Comfortable Slim Fit for Every Occasion,253.0,196.0,23.0,4.7
Bigen Bigen Speedy Color - No.882,255.0,175.0,31.0,4.4
CLOROX Clorox Disinfecting Wipes Citrus Blend 10 Wipes,25.0,22.0,12.0,4.5
Carina Cookies Brief Panty,170.0,122.0,28.0,5.0
Winkies Undershirt Boys Pack Of 3,285.0,228.0,20.0,4.5
Seropipe Seropipe Extreme lashes serum ( Eyelash 10 ml ),330.0,245.0,26.0,4.5
Samsung Galaxy A56 Dual SIM 5G 256GB/8GB 6.7 inches Mobile phone - Awesome Graphite,25.0,23.0,9.0,4.5
Infinity Naturals Aloe Vera Gel<br /> 250 ml,220.0,162.0,26.0,4.4
CLOROX Clorox Kitchen Cleaner Original 500ML,120.0,109.0,9.0,4.5
Sanita White Facial Tissue - 200 Tissues,36.0,25.0,31.0,4.0
Skechers Bobs Unity Sneakers - Black Black,7.0,3.0,58.0,4.4
Velveta Fabric Softener & Freshener Gel - Sweet Dream Scent - 350ML,64.0,35.0,45.0,4.4
Fiancee Hair Mask 7X1 COCONUT&ARGAN – 450ML,78.0,51.0,35.0,4.1
ADIDAS GRAND COURT 2.0 SHOES,6.0,3.0,45.0,4.8
Avuva Vanilla & Coconut Body Bundle – 253ml – 2 PCs,343.0,218.0,36.0,4.1
CLOROX Clorox Liquid Bleach 1.89L,53.0,47.0,11.0,4.5
Avuva Vanilla & Coconut Body Splash – Refreshing Fragrance for Women – 253 ml,205.0,131.0,36.0,4.0
Defacto Regular Fit 3 Piece Boxers,599.0,509.0,15.0,4.5
Carina Viscose Round Neck Dress,1.0,600.0,42.0,4.9
Starville Acne Prone Skin Gel 30 gm,120.0,79.0,34.0,4.6
Testa Toro X8 Basic Sneaker for All-Day Wear - Padded with Cloud Foam Technology,599.0,469.0,22.0,3.8
"American Eagle 24/7 8"" Jogger Short",3.0,800.0,76.0,5.0
American Eagle Flex Original Straight Chino,4.0,1.0,70.0,4.9
Carina Slim Fit Cotton Hot Short - Comfortable and Stylish,180.0,131.0,27.0,4.5
ADIDAS IDAS Breaknet Sleek Shoes,4.0,2.0,44.0,5.0
ADIDAS IDAS Women Vl Court 3.0 Shoes -Black,5.0,3.0,44.0,5.0
ADIDAS IDAS Lit48 Tennis Footwear Shoes - Black,5.0,2.0,57.0,5.0
Tornado Hair Expert Hello Shaver Hair Rmoval With smart light,4.0,800.0,80.0,4.3
Eva Eva Skin Care Natural Glow Night Cream 50 gm,94.0,68.0,28.0,4.2
Defacto Men's Seamless 3 Pack Short Socks,199.0,169.0,15.0,5.0
Samsung Galaxy A36 Dual SIM 5G 256GB/8GB Mobile Phone - Awesome White,22.0,18.0,16.0,4.8
Eva Skin Clinic Anti-Ageing Collagen Facial Wash 150 Ml,147.0,106.0,28.0,4.2
American Eagle Flex Loose Pull-On Utility Pant,4.0,1.0,70.0,4.2
Sanita Paper Cups - 7 Oz - 50 cups,81.0,56.0,30.0,4.5
Glysolid Body Lotion – Musk – 200ml,131.0,92.0,30.0,4.3
Defacto Diago Comfort Fit High Waist Wide Leg Jeans,,1.0,,
ADIDAS Ultimashow 2.0 Shoes,4.0,2.0,44.0,4.8
American Eagle AE Printed Button-Up Poolside Shirt,3.0,700.0,79.0,5.0
Defacto cto Girls Boxy Fit Mid Sleeve Homewear Knitted Pyjamas,799.0,618.0,58.0,5.0
Defacto Crew Neck Stone Print Short Sleeve T-Shirt,499.0,427.0,14.0,5.0
Maxell Waves Spray Air Freshener - Tropical - 475ml,104.0,64.0,38.0,4.0
Velveta Fabric Softener – Sweet Dreams Scent – 2 L,229.0,119.0,48.0,4.4
Desert Men's Chaunky Sole Fashion Sneakers – Printed Design,739.0,309.0,58.0,3.7
Eva Eva Skin Care Evasiline Body Lotion 240 Ml,141.0,102.0,28.0,4.3
Defacto Standard Fit Crew Neck Knitwear Pullover,,599.0,,
Eva Eva Skin Care Senses Shower Cream Gold Spell 250 Ml,118.0,93.0,21.0,3.9
Sanita Multipurpose Aluminum Foil - 20 m,155.0,108.0,30.0,4.3
Luna Hand Foaming Anti-Bacterial Glycerin & Olive 320 Ml,90.0,49.0,46.0,4.6
Luna Medicated Soap with Boric Acid - 55 GM,30.0,16.0,47.0,4.3
Superkids Roll On Fragrance Free 30 ml,110.0,79.0,28.0,4.2
Hair Code Cream with Biotin – 140 ML,57.0,37.0,35.0,3.6
Underpad Large 30 Pads,404.0,282.0,30.0,4.4
American Eagle AE Stretch High-Waisted Stovepipe Jean,4.0,1.0,74.0,5.0
Nike Court Vision Lo Be Laced Shoes - White,9.0,4.0,54.0,4.6
Dosh Hand Wash Purple - 450 Ml,70.0,48.0,31.0,4.3
Private Extra -Thin Feminine Napkin - Normal Size - 18 Pads,111.0,77.0,30.0,4.6
Seropipe Hair Leave In Conditioner 200 ml,345.0,255.0,26.0,4.1
ADIDAS VL Court 3.0 Shoes,6.0,3.0,45.0,3.8
Frida Frida Glass 600 ml,56.0,34.0,40.0,4.4
ADIDAS Barreda Shoes,5.0,2.0,47.0,4.6
"Kids Sofico Sofiko Shampoo with Argan, Jojoba, and Protein - 300ml",,155.0,,
Defacto Removable Cups Padded Invisible Bra,599.0,493.0,18.0,1.5
Velveta Oxi Stain Remover Spray – 700ml,187.0,131.0,30.0,4.3
ADIDAS GRAND COURT 2.0 SHOES,6.0,3.0,47.0,3.0
CLOROX Clorox Liquid Bleach Floral 4L,96.0,88.0,8.0,4.5
ADIDAS MERCEDES - AMG PETRONAS FORMULA ONE TEAM ULTIMASHOW 2.0 SHOES JUNIOR,3.0,1.0,43.0,5.0
Velveta Fabric Softener – Ocean Mist Scent – 2 Kg,229.0,116.0,49.0,3.8
Eva Optimum Care Recipe Nourishing Blend Conditioner Coconut Scent 350 Ml,147.0,117.0,20.0,4.5
Carina (Cookies) Cotton Round Neck Top,275.0,216.0,21.0,4.8
Eva Eva Optimum Care Recipe Radiance Blend Lotion For Normal Skin - Marshmallow Scent 370 Ml,206.0,164.0,20.0,4.2
Defacto Slim Tapered Fit Skinny Leg Jeans,999.0,849.0,15.0,5.0
American Eagle Stretch High-Waisted Stovepipe Crop Jean,4.0,1.0,70.0,4.5
Private Night Sanitary Feminine Napkins Maxi Folded With Wings - 16 Pads,98.0,68.0,30.0,4.2
Cybele New Dip Liner - No. 1 Black,280.0,199.0,29.0,4.2
Glysolid Non-greasy body lotion – 200ml,131.0,92.0,30.0,4.3
Bigen Bigen Hair Color - No.57,125.0,89.0,29.0,4.5
Maxell Floor Cleaner - Crawling Insects Repellent - 1.8Liter,146.0,102.0,30.0,4.6
Glysolid Musk Shower Gel – 300 ml,101.0,71.0,30.0,4.3
Frida Airmatic Neat Air Freshener 250ml,140.0,98.0,30.0,4.5
White Make-up Remover Pads - 80 Pieces,88.0,60.0,32.0,4.4
"Dosh Fresh Scented Shower Gel, Elegance Breeze - 1.8 Litre",212.0,129.0,39.0,4.3
Maxell Spray Degreaser Cleaner - 700ml,154.0,93.0,40.0,4.5
Defacto cto Man Boxy Fit Short Sleeve Knitted T-Shirt,1.0,725.0,60.0,5.0
Man-zone Max Hold Invisible Fiber Gel – 175 ML,89.0,50.0,44.0,4.3
ADIDAS Ultimashow 2.0 Shoes,4.0,2.0,47.0,4.3
Vebix Soft Powder Roll-On – 50ml,66.0,46.0,30.0,4.1
Clorel 4x1 Lavender Scented Cleaning Bleach - 2kg,70.0,49.0,30.0,4.3
Eva Eva Skin Care Evasiline Heel Cream 60 Ml,83.0,59.0,29.0,4.4
Avuva Cherry Blossom Hand & Body Lotion – 63ml,91.0,58.0,37.0,4.4
ADIDAS Runfalcon 5 Shoes Kids,3.0,1.0,43.0,4.9
American Eagle Sunchaser Knit Smocked Bodice Midi Dress,3.0,1.0,70.0,5.0
Feba Liquid Dish Cleaner With Apple Scent - 3kg,176.0,117.0,34.0,4.3
Dove Conditioner Relaxing Ritual Lavender Oil and Rosemary Extract 350ml,170.0,139.0,18.0,3.6
Care & More Hand Cream - Fairy Tale 50 ml,71.0,50.0,30.0,4.3
Frida Frida Aquasensation Air Freshener - 460ml,89.0,57.0,36.0,4.4
Dosh Fresh Scented Shower Gel - Deep Moisturizing 1.8 Litre,212.0,129.0,39.0,4.5
L'Oreal Paris eal Paris Hyaluron Expert 2.5% Hyaluronic Acid Eye Serum,750.0,439.0,41.0,4.2
Eva Skin Care Senses Lip Balm Vanilla Coconut 4 Gm,83.0,59.0,29.0,4.4
American Eagle Poolside Striped Button-Up Shirt,3.0,700.0,79.0,4.5
ADIDAS Runfalcon 5 Running Shoes,4.0,2.0,47.0,4.4
Rivoli Purple Hand Wash - 450 ml,99.0,59.0,40.0,4.7
Diva Liquid Hand Wash – Ultra Clean – 500ml,90.0,52.0,42.0,4.5
Cif Cream Cleaner With Micro Crystals Original 750ML,185.0,149.0,19.0,4.8
ADIDAS IDAS Duramo Speed 2 Running Shoes Running Shoes - White,7.0,4.0,46.0,4.8
Defacto Slim Fit Dar Kesim Bisiklet Yaka Ribana Kısa Kollu Tişört,,341.0,,
Care & More Liquid Hand Soap Vanilla Breeze - 350 Ml,66.0,46.0,30.0,4.1
Defacto cto Woman Regular Fit Knitted Short Sleeve T-Shirt,,282.0,,
American Eagle Striped Slim Fit Oxford Button-Up Shirt.,3.0,1.0,74.0,4.8
L'Oreal Paris eal Paris Pure Clay Purifying Gel Wash - 150ml,319.0,229.0,28.0,4.4
Avuva Sudanese Dalka Sugar Paste Hair Removal – 100gm,45.0,29.0,36.0,4.2
Avuva Passion Fruit Body Scrub – 200gm,257.0,164.0,36.0,4.3
White Flexi Extra Soft 300 Tissues 3 Ply- Pack of 2,81.0,62.0,24.0,4.6
Freshdays Long Scented Normal PantyLiners - 24 Pads,123.0,86.0,30.0,4.3
Winkies Undershirt Girls Pack Of 3 - Color May Vary,285.0,228.0,20.0,4.3
White Chef Kitchen Rolls - 6 Rolls - 3 Ply,115.0,87.0,25.0,4.3
"Maybelline Sunkisser Blusher with Vitamin E, Liquid Glow, 12 Summer In The City",450.0,335.0,26.0,4.5
Care & More Soft Cream Glycerin Vanilla & Cookies - 125 Ml,119.0,83.0,30.0,4.2
CLOROX 5x1 Disinfecting Household Cleaner Lemon 700ML,60.0,49.0,18.0,4.3
American Eagle AirFlex+ Slim Straight Jean,4.0,1.0,70.0,4.2
Carina (Cookies) Round Neck Solid Top,230.0,176.0,23.0,4.4
Eva Skin Care Foot Scrub Tropical 60 Ml,88.0,65.0,26.0,4.4
American Eagle AirFlex+ Ultrasoft Slim Jean,4.0,1.0,65.0,4.8
GLAMY LAB Anti Wrinkles Gel - 50 gm,450.0,339.0,25.0,4.7
Clorel 4x1 Lemon Scented Cleaning Bleach - 4kg,126.0,71.0,44.0,4.2
Nike Promina Footwear Shoes - Blackwhite,6.0,4.0,41.0,4.5
Dosh Hand Wash White - 450 Ml,70.0,39.0,44.0,4.5
Lazord Granite Crepe Pan - 30cm - Black,496.0,404.0,19.0,3.8
Defacto Cotton Regular Fit Crew Neck Basic Short Sleeve T-Shirt,799.0,276.0,65.0,4.7
Eva Eva Skin Care Senses Body Splash Mystic Orchid 240 Ml,259.0,183.0,29.0,4.6
Diva Liquid Hand Wash – Ultra Fresh – 500ml,90.0,60.0,33.0,4.2
American Eagle Poolside Printed Button-Up Shirt,3.0,700.0,79.0,4.5
"American Eagle Flex 7"" Lived-In Trekker Short",3.0,800.0,76.0,5.0
Defacto Regular Fıt Bisiklet Yaka Baykuş Desenli Kısa Kollu Tişört,499.0,474.0,5.0,5.0
American Eagle AE 24/7 Good Vibes Cargo Jogger,4.0,1.0,70.0,5.0
Sanita Club Toilet Tissue - 280 sheet - 3 + 1 Free Roll,74.0,52.0,30.0,4.2
White Go Pack Sterilized Tissues - 120 Tissues - Pack Of 4,70.0,52.0,26.0,4.6
Nike W Court Vision Lo Be Womens Footwear,9.0,4.0,54.0,4.8
American Eagle AE Classic Polo Shirt,2.0,600.0,72.0,5.0
Velveta Fabric Softener & Freshener Gel - Extra Mild Scent - 350ml,64.0,30.0,53.0,4.1
Carina Detachable Sleeves with Buttoned Cuffs,165.0,111.0,33.0,4.3
CLOROX Clothes Stain Remover and Color Booster 900ml,200.0,175.0,13.0,4.6
American Eagle Stretch Low-Rise Capri Pant,3.0,800.0,76.0,5.0
American Eagle AE 24/7 Tech Jogger,4.0,1.0,70.0,5.0
Carina (Cookies) Mid Thigh Slim Shorts,245.0,189.0,23.0,4.7
Eva Skin Clinic Hyaluronic Acid Micellar Water 200 Ml,259.0,186.0,28.0,4.2
Fiancee Hair Mask 7X1LEMON & ALOE – 950ML,136.0,89.0,35.0,4.4
Infinity Hyalu Collagen Cleansing Foam 200 ml,280.0,207.0,26.0,4.7
ADIDAS IDAS Ultrarun 5 Running Shoes,6.0,3.0,47.0,4.5
Care & More Hand Cream. Soul beauty 50 ml,71.0,50.0,30.0,4.2
Velveta Powdered Stain Remover – 500gm,216.0,108.0,50.0,4.1
Defacto Boys Regular Fit Knitted Short Sleeve T-Shirt,699.0,282.0,60.0,4.2
Luna Professional Nail Spa - Keratin Cream 10 Ml,110.0,55.0,50.0,4.2
Shave Code Shave Code Normal Skin Shaving Gel – 150 ml,119.0,83.0,30.0,4.3
Sanita Gipsy Facial Tissue - 550 Tissues - 1 Piece,49.0,34.0,30.0,4.0
Grouhy UW-18026R Wall Fan With Remote - 18 Inch - Multi Color,,1.0,,
Cybele Matte Lipstick - No. 308 Deep Fuchsia,230.0,164.0,29.0,4.6
Bebe New Born Baby Diapers Size 1 - 40 Pcs,199.0,139.0,30.0,3.9
Zecotex Women's Classic Cotton Pajama Set - Grey With Cute Cartoon Print,782.0,680.0,13.0,5.0
American Eagle AE Poolside Linen-Blend Button-Up Shirt,,990.0,,
Arjana Pure Virgin Argan Oil - 50 Ml,350.0,170.0,51.0,4.6
Defacto Baby Boy Crew Neck Printed Short Sleeve T-Shirt,399.0,379.0,5.0,5.0
ADIDAS IDAS Kids Boys And Girls Vl Court 3.0 Shoes Kids -Black,3.0,1.0,43.0,5.0
Eva Skin Care Natural Glow Day Cream With SPF 30 - 50 Gm,118.0,85.0,28.0,4.0
Carina Woman Black Cotton Round Neck Basic T-Shirt,385.0,298.0,23.0,4.3
Velveta Fabric Softener & Freshener Gel - Ocean Mist Scent - 350 ml,64.0,30.0,53.0,4.2
Freshdays Long Sanitary Napkins - 18 Pads,93.0,65.0,30.0,4.2
Molped Ultra - Fresh & Comfort - Value Pack - Long - 16 Pads,91.0,63.0,31.0,4.2
Desert Fashion chucky sole sneaker for women,649.0,269.0,59.0,4.2
Cybele Matte Sensation Liquid Eyeliner 01 Dark Black,280.0,199.0,29.0,4.0
Samsung Galaxy A56 Dual SIM 5G 256GB/8GB 6.7 inches Mobile phone - Awesome OLIVE,25.0,23.0,9.0,4.0
Defacto Comfort Straight High Waist Straight Leg Long Jeans,1.0,1.0,14.0,3.7
Decathlon Microfibre Towel Size L 80 X 130 Cm,819.0,559.0,32.0,5.0
Vebix Deodorant Cream Maystic - 25 Ml,96.0,67.0,30.0,4.3
ADIDAS Treadmove Running Shoes,3.0,2.0,44.0,4.1
Testa Toro T20 Casual Sneaker - Basic Comfortable Design With Bold Colors,509.0,459.0,10.0,3.8
Sanita Club Toilet Tissue - 280 Sheets - 6 Rolls,124.0,87.0,30.0,4.3
Infinity Retinol Eye Cream 30gm,410.0,302.0,26.0,4.2
Carina Girly Shorts,215.0,153.0,29.0,4.8
Defacto Pedro Slim Fit Jeans,1.0,1.0,19.0,3.0
CLOROX Clorox Disinfecting Wipes Fresh Scent 10 Wipes,25.0,23.0,8.0,4.7
Luna Oxygen Cream - 6% - Vol.20,25.0,17.0,32.0,3.5
American Eagle Stretch Low-Rise Baggy Wide-Leg Pant,4.0,1.0,65.0,5.0
Defacto Cotton Boxy Fit Crew Neck Short Sleeve T-Shirt,599.0,509.0,15.0,5.0
Brix Multi-Surface and Fabric Cleaner Lemon – 1 Liter,113.0,77.0,32.0,4.4
Defacto Regular Fit Hooded Basic Sweatshirt,999.0,940.0,6.0,5.0
Fema Powdered Dish Detergent – Apple Scent – 1 Kg,51.0,30.0,41.0,4.3
Sanita Paper Cups - 4 Oz - 50 Cups,62.0,43.0,31.0,4.4
Winkies Printed Set (Singlet & Bikini) Pack Of 2,336.0,252.0,25.0,3.1
Carina  Cookies Bralette,175.0,126.0,28.0,4.0
Avuva Cherry Blossom Body Bundle – 253ml – 2 PCs,343.0,218.0,36.0,4.1
Decathlon RUN DRY Women's T-Shirt - Black,509.0,109.0,79.0,4.3
American Eagle AE Oversized Logo Graphic T-Shirt,,900.0,,
"NIVEA Moisturising Cream, Universal All Pourpose Moisturizer for Face Body Hands, Tin 150ml",195.0,165.0,15.0,4.5
ADIDAS IDAS Copa Pure 2 Club Flexible Ground Boots Kids - core black,2.0,1.0,52.0,4.4
Maxell Magic Crystal Spray Multi Purpose Cleaner - 700ml,89.0,58.0,35.0,4.2
Carina Woman Black Viscose High Neck Sleeveless Top,335.0,255.0,24.0,4.6
American Eagle AE Stretch Barrel Pant,3.0,1.0,70.0,4.7
Skechers Track Sneakers - Black Black,5.0,2.0,51.0,4.4
Aloe Eva Hair Styling Cream with Aloe Vera 185 Gm,100.0,74.0,26.0,4.2
Defacto Diago Comfort Fit High Waist Straight Leg Jeans,,1.0,,
Rivoli Black Hand Wash - 450 ml,99.0,57.0,42.0,4.5
Carina Cookies Mid Thigh Shorts,245.0,189.0,23.0,4.7
Cybele Desire Lipstick Pencil - No. 15 Mahogany,250.0,175.0,30.0,4.6
Carina Cookies Bralette,175.0,126.0,28.0,3.9
Luna Nail Polish Lacquer - 10 Ml - No. 611,80.0,39.0,51.0,4.1
Carina (Cookies) Cotton Slim Legging,269.0,211.0,22.0,4.5
Eva Eva Skin Care Evasiline Hand Scrub Passion 50 Ml,83.0,66.0,20.0,4.3
Sanita Serv U 150 Sheets Interfold towel tissue,49.0,34.0,30.0,4.7
American Eagle AE Stretch Super High-Waisted Ankle Straight Jean,4.0,1.0,65.0,5.0
Defacto Regular Fit Polo Shirt Long Sleeve Shirt,,973.0,,
American Eagle Striped Button-Up Poolside Shirt,3.0,990.0,70.0,4.0
Carina High Neck Long Sleeve Top - Stylish Women's Casual Wear,180.0,131.0,27.0,4.2
Maxell Crystal Liquid Window Cleaner - Herbal Scent - 700ml,51.0,33.0,35.0,4.5
Cybele Smooth N'Wear Powder Blush No. 17 Corail,,275.0,,
Cybele Cover Up Concealer & Contour - 7Gm – No. 01 Petal,285.0,199.0,30.0,3.2
Frida Sensation Jasmine Air Freshener Spray 460 ml,89.0,57.0,36.0,4.3
American Eagle AirFlex+ Relaxed Straight Jean,4.0,1.0,61.0,3.7
ADIDAS IDAS Train Essentials Feelready Novelty T-Shirt-SILGRN,1.0,1.0,40.0,3.0
Maybelline New York Lash Sensational Sky High Mascara - Blue Mist,595.0,399.0,33.0,4.2
"American Eagle Flex 8"" Lived-In Linen-Blend Trekker Short",3.0,800.0,76.0,5.0
Caesar Women Blouse With Long Sleeves,440.0,289.0,47.0,4.3
Defacto Pedro Slim Fit Skinny Leg Jeans,1.0,999.0,23.0,5.0
Alba Pharma Offer Argento Clear Facial Cleanser 200 ml 1+1,449.0,267.0,41.0,4.1
Defacto Loose Fit Crew Neck Short Sleeve T-Shirt,799.0,674.0,16.0,5.0
Maxell Waves Spray AirFreshener - Rumba - 475ml,104.0,73.0,30.0,4.2
Defacto Mia Flare Fit Normal Waist Straight Leg Jeans,1.0,1.0,27.0,4.7
American Eagle Poolside Printed Button-Up Shirt,3.0,990.0,70.0,4.7
Feba Liquid Dish Cleaner With Lemon Scent - 2kg,124.0,83.0,33.0,4.2
American Eagle Polo Shirt,1.0,640.0,60.0,5.0
L'Oreal Paris eal Paris Infaillible 24H Fresh Wear Foundation In A Powder 20 Ivory,920.0,689.0,25.0,3.9
Man Look Man Look Shaving Cream With Mint 80 Gm ( Special Offer ),59.0,42.0,29.0,4.6
OSSUM Fantasy Perfume Body Spray for Women - 120 ml,149.0,96.0,36.0,4.4
Decathlon SL 100 Rear LED Bike Light - 2 Lumens for Enhanced Visibility,639.0,189.0,70.0,5.0
Oxi Softener - Fine fragrance - 2 Litres,241.0,139.0,42.0,4.3
Strongville Hair Shampoo & Conditioner 220 ml,195.0,129.0,34.0,4.1
Carina Cotton Round Neck Top – Perfect for Everyday Style,275.0,216.0,21.0,4.6
Defacto Regular Fit Crew Neck Printed Long Sleeve Blouse,999.0,776.0,22.0,5.0
